Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,SalePrice,Lot Shape_ord,Exter Qual_ord,Exter Cond_ord,Bsmt Qual_ord,Bsmt Cond_ord,Bsmt Exposure_ord,BsmtFin Type 1_ord,BsmtFin Type 2_ord,Heating QC_ord,Pool QC_ord,Kitchen Qual_ord,Functional_ord,Fireplace Qu_ord,Garage Qual_ord,Garage Cond_ord,Fence_ord,1st Flr SF + 2nd Flr SF,Lot Area_sqrt,Gr Liv Area_sqrt,1st Flr SF_sqrt,2nd Flr SF_sqrt,Mas Vnr Area_sqrt,Total Bsmt SF_sqrt,Garage Area_sqrt
1297,190,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,590.0,Unf,0.0,294.0,884.0,GasA,TA,Y,SBrkr,884,552,0,1436,0.0,0.0,2,0,3,2,TA,8,Typ,2,Gd,Detchd,1940.0,Unf,2.0,828.0,TA,TA,Y,0,0,126,0,0,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,4,1,3,0,3,8,4,3,3,0,1436,103.92304845413264,37.89459064299283,29.732137494637012,23.49468024894146,0.0,29.732137494637012,28.77498913987632
790,20,RL,68.0,9571,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,257.0,Unf,0.0,816.0,1073.0,GasA,TA,Y,FuseA,1073,0,0,1073,1.0,0.0,1,0,2,1,TA,5,Typ,0,No Feature,Attchd,1956.0,Unf,1.0,340.0,TA,TA,Y,0,0,0,0,0,0,No Feature,GdPrv,No Feature,0,,4,3,3,3,3,1,3,1,3,0,3,8,0,3,3,4,1073,97.83148777362021,32.7566787083184,32.7566787083184,0.0,0.0,32.7566787083184,18.439088914585774
2616,20,RL,80.0,10800,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,Rec,913.0,Unf,0.0,400.0,1313.0,GasA,TA,Y,SBrkr,1773,0,0,1773,1.0,0.0,2,0,3,1,TA,6,Min2,2,TA,Attchd,1961.0,RFn,2.0,418.0,TA,TA,Y,355,98,0,0,144,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,3,1,3,0,3,6,3,3,3,0,1773,103.92304845413264,42.1070065428546,42.1070065428546,0.0,10.198039027185569,36.235341863986875,20.445048300260872
720,70,RM,121.0,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,BLQ,216.0,Unf,0.0,700.0,916.0,GasA,Gd,Y,SBrkr,916,826,0,1742,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Attchd,1925.0,Unf,2.0,424.0,TA,TA,P,0,169,0,0,0,0,No Feature,No Feature,No Feature,0,,4,4,4,3,3,1,4,1,4,0,4,8,4,3,3,0,1742,132.93231360357797,41.737273509418415,30.265491900843113,28.74021572639983,0.0,30.265491900843113,20.591260281974
222,20,RL,0.0,8246,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060,0,0,1060,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1.0,270.0,TA,TA,Y,406,90,0,0,0,0,No Feature,MnPrv,No Feature,0,,3,3,4,3,3,2,3,5,5,0,4,8,3,3,3,3,1060,90.80748867797193,32.55764119219941,32.55764119219941,0.0,0.0,32.55764119219941,16.431676725154983
557,20,RL,0.0,8499,Pave,No Feature,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,660.0,Unf,0.0,204.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Feature,Detchd,1982.0,Unf,2.0,732.0,TA,TA,Y,0,312,0,0,0,0,No Feature,No Feature,No Feature,0,,3,3,3,3,3,1,6,1,5,0,3,8,0,3,3,0,864,92.19002115196633,29.393876913398138,29.393876913398138,0.0,0.0,29.393876913398138,27.055498516937366
1148,120,RL,50.0,8012,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165.0,GLQ,841.0,598.0,1604.0,GasA,Ex,Y,SBrkr,1617,0,0,1617,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2.0,533.0,TA,TA,Y,0,69,0,0,0,0,No Feature,No Feature,No Feature,0,,4,4,3,4,3,1,2,6,5,0,4,8,2,3,3,0,1617,89.50977600240098,40.2119385257662,40.2119385257662,0.0,0.0,40.049968789001575,23.08679276123039
2766,80,RL,0.0,21453,Pave,No Feature,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938.0,Unf,0.0,0.0,938.0,GasA,Ex,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2.0,540.0,TA,TA,Y,0,130,0,130,0,0,No Feature,No Feature,No Feature,0,,3,3,3,3,3,4,5,1,5,0,3,8,3,3,3,0,988,146.46842663181715,31.432467291003423,31.432467291003423,0.0,0.0,30.62678566222711,23.2379000772445
534,20,RL,80.0,9605,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,1,1,3,1,Gd,6,Typ,0,No Feature,Detchd,2007.0,RFn,2.0,576.0,TA,TA,Y,0,178,0,0,0,0,No Feature,No Feature,No Feature,0,,4,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1218,98.00510190801293,34.899856733230294,34.899856733230294,0.0,0.0,34.899856733230294,24.0
1452,20,RL,60.0,7180,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,No Feature,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,,3,3,3,3,3,3,5,1,3,0,3,8,0,3,3,0,864,84.73488065725944,29.393876913398138,29.393876913398138,0.0,0.0,29.393876913398138,18.76166303929372
630,50,RL,0.0,12513,Pave,No Feature,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Gd,Y,SBrkr,1281,457,0,1738,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1.0,368.0,TA,TA,Y,55,0,0,0,0,0,No Feature,No Feature,No Feature,0,,3,3,4,3,2,1,1,1,4,0,3,8,4,3,3,0,1738,111.86152153444007,41.689327171351664,35.79106033634656,21.37755832643195,0.0,26.739483914241877,19.183326093250876
2648,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,Y,FuseA,1089,661,0,1750,0.0,0.0,1,0,3,1,Ex,8,Typ,0,No Feature,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,0,No Feature,MnPrv,No Feature,0,,4,3,3,2,2,1,1,1,3,0,5,8,0,2,1,3,1750,94.86832980505137,41.83300132670378,33.0,25.709920264364882,0.0,25.219040425836983,15.491933384829668
125,85,RL,80.0,8800,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763.0,Unf,0.0,173.0,936.0,GasA,Ex,Y,SBrkr,1054,0,0,1054,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No Feature,Attchd,1963.0,RFn,2.0,480.0,TA,TA,Y,120,0,0,0,0,0,No Feature,MnPrv,No Feature,0,,4,3,4,3,3,4,6,1,5,0,4,8,0,3,3,3,1054,93.8083151964686,32.46536616149585,32.46536616149585,0.0,12.489995996796797,30.59411708155671,21.908902300206645
1904,50,RL,51.0,3500,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,3,5,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,144.0,Unf,0.0,226.0,370.0,GasA,TA,N,FuseA,442,228,0,670,1.0,0.0,1,0,2,1,Fa,4,Typ,0,No Feature,No Feature,0.0,No Feature,0.0,0.0,No Feature,No Feature,N,0,21,0,0,0,0,No Feature,MnPrv,Shed,2000,,4,3,3,3,3,1,2,1,3,0,2,8,0,0,0,3,670,59.16079783099616,25.88435821108957,21.02379604162864,15.0996688705415,0.0,19.235384061671343,0.0
1670,20,RL,0.0,7340,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322.0,Unf,0.0,536.0,858.0,GasA,TA,Y,SBrkr,858,0,0,858,0.0,0.0,1,0,2,1,TA,4,Typ,0,No Feature,Detchd,1979.0,Unf,1.0,684.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,,3,3,3,3,3,1,5,1,3,0,3,8,0,3,3,0,858,85.67379996241559,29.29163703175362,29.29163703175362,0.0,0.0,29.29163703175362,26.153393661244042
756,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152.0,Unf,0.0,628.0,780.0,GasA,TA,Y,FuseA,848,0,360,1208,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Feature,Detchd,1962.0,Unf,2.0,539.0,TA,TA,Y,0,23,112,0,0,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,4,1,3,0,3,8,0,3,3,0,848,78.99367063252599,34.75629439396553,29.120439557122072,0.0,0.0,27.92848008753788,23.2163735324878
717,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0.0,Unf,0.0,1240.0,1240.0,GasW,TA,N,SBrkr,1320,1320,0,2640,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4.0,864.0,TA,TA,N,181,0,386,0,0,0,No Feature,No Feature,No Feature,0,,3,4,3,3,2,1,1,1,3,0,4,8,4,3,3,0,2640,108.16653826391968,51.38093031466052,36.3318042491699,36.3318042491699,0.0,35.21363372331802,29.393876913398138
1032,20,RL,80.0,10000,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084.0,Unf,0.0,92.0,1176.0,GasA,Gd,Y,SBrkr,1178,0,0,1178,0.0,1.0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2.0,439.0,TA,TA,Y,224,0,0,0,0,0,No Feature,MnPrv,No Feature,0,,4,3,3,4,3,1,4,1,4,0,4,8,2,3,3,3,1178,100.0,34.322004603461025,34.322004603461025,0.0,0.0,34.292856398964496,20.952326839756964
852,20,RL,75.0,11166,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1468.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,114,0,0,168,0,No Feature,No Feature,No Feature,0,,4,4,3,4,3,2,6,1,5,0,4,8,3,3,3,0,1492,105.66929544574431,38.62641583165593,38.62641583165593,0.0,13.416407864998739,38.62641583165593,24.657656011875904
1731,60,RL,58.0,13204,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,850,0,1458,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No Feature,BuiltIn,2007.0,Fin,2.0,454.0,TA,TA,Y,100,33,0,0,0,0,No Feature,No Feature,No Feature,0,,3,3,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1458,114.9086593777858,38.18376618407357,24.657656011875904,29.154759474226502,6.6332495807108,24.657656011875904,21.307275752662516
2639,50,RM,60.0,5520,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Fa,No,LwQ,284.0,Unf,0.0,863.0,1147.0,GasA,TA,N,SBrkr,1147,510,0,1657,0.0,0.0,1,0,4,1,Fa,9,Typ,1,TA,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,N,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,,4,3,3,3,2,1,2,1,3,0,2,8,3,2,2,0,1657,74.29670248402684,40.70626487409524,33.8673884437522,22.58317958127243,0.0,33.8673884437522,12.727922061357855
2071,20,RL,0.0,9000,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,Slab,No Feature,No Feature,No Feature,No Feature,0.0,No Feature,0.0,0.0,0.0,GasA,TA,N,FuseA,998,0,0,998,0.0,0.0,1,0,3,1,TA,5,Min2,0,No Feature,2Types,1952.0,Unf,2.0,460.0,Fa,TA,Y,0,0,140,0,0,0,No Feature,No Feature,No Feature,0,,4,2,3,0,0,0,0,0,3,0,3,6,0,2,3,0,998,94.86832980505137,31.591137997862628,31.591137997862628,0.0,0.0,0.0,21.447610589527216
1267,20,RL,74.0,8892,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0.0,Unf,0.0,105.0,105.0,GasA,Gd,Y,SBrkr,910,0,0,910,0.0,0.0,1,0,3,1,Gd,5,Typ,0,No Feature,Attchd,1953.0,Unf,2.0,414.0,TA,TA,Y,196,0,150,0,0,0,No Feature,GdWo,No Feature,0,,4,4,3,3,3,3,1,1,4,0,4,8,0,3,3,2,910,94.29740187301027,30.166206257996713,30.166206257996713,0.0,0.0,10.246950765959598,20.346989949375804
1851,20,FV,73.0,7321,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1339.0,1339.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,0.0,0.0,2,0,3,1,Gd,5,Typ,0,No Feature,Detchd,1999.0,Unf,2.0,625.0,TA,TA,Y,176,174,0,0,0,0,No Feature,No Feature,No Feature,0,,3,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1358,85.56284240252891,36.851051545376556,36.851051545376556,0.0,0.0,36.59234892706397,25.0
567,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,No Feature,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,No Feature,No Feature,No Feature,0,,4,4,3,4,3,3,1,1,5,0,4,8,0,3,3,0,1224,62.85698051927089,34.9857113690718,24.73863375370596,24.73863375370596,8.717797887081348,24.73863375370596,22.978250586152114
2439,60,RL,0.0,11214,Pave,No Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasA,Gd,Y,SBrkr,956,930,0,1886,0.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2.0,431.0,TA,TA,Y,89,0,0,0,0,0,No Feature,No Feature,No Feature,0,,3,4,3,4,3,1,1,1,4,0,4,8,3,3,3,0,1886,105.89617556833674,43.42810150121693,30.919249667480614,30.495901363953813,0.0,30.495901363953813,20.760539492026695
1898,20,RL,75.0,7388,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405.0,Unf,0.0,658.0,1063.0,GasA,Gd,Y,SBrkr,1327,0,0,1327,1.0,0.0,1,0,3,1,Gd,7,Typ,0,No Feature,Detchd,1974.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,3,1,4,0,4,8,0,3,3,0,1327,85.9534757877772,36.42801120017397,36.42801120017397,0.0,0.0,32.60368077380221,24.979991993593593
647,20,RL,75.0,14559,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650.0,Rec,180.0,178.0,1008.0,GasA,Ex,Y,SBrkr,1363,0,0,1363,1.0,0.0,1,0,2,1,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1.0,288.0,TA,TA,Y,324,42,0,0,168,0,No Feature,No Feature,Shed,2000,,4,4,3,3,3,1,4,3,5,0,3,7,3,3,3,0,1363,120.66068125118473,36.91882988394946,36.91882988394946,0.0,8.366600265340756,31.74901573277509,16.97056274847714
2256,120,RL,46.0,4054,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1987,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352.0,Gd,TA,BrkTil,Gd,TA,Av,GLQ,949.0,Unf,0.0,552.0,1501.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1987.0,Fin,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,No Feature,No Feature,No Feature,0,,3,4,3,4,3,3,6,1,5,0,4,8,3,3,3,0,1501,63.671029518926424,38.742741255621034,38.742741255621034,0.0,18.76166303929372,38.742741255621034,22.627416997969522
979,160,RM,21.0,1533,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,TA,Y,SBrkr,798,546,0,1344,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,No Feature,0.0,No Feature,0.0,0.0,No Feature,No Feature,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,1,1,3,0,3,8,3,0,0,0,1344,39.153543900903784,36.66060555964672,28.24889378365107,23.366642891095847,0.0,23.366642891095847,0.0
1444,60,RL,68.0,11250,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,486.0,Unf,0.0,434.0,920.0,GasA,Ex,Y,SBrkr,920,866,0,1786,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,42,0,0,0,0,No Feature,No Feature,No Feature,0,,3,4,3,4,3,2,6,1,5,0,4,8,3,3,3,0,1786,106.06601717798213,42.261093218230876,30.331501776206203,29.427877939124322,12.727922061357855,30.331501776206203,24.657656011875904
2485,20,RH,60.0,7800,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,641.0,Unf,0.0,187.0,828.0,GasA,Gd,Y,SBrkr,965,0,0,965,1.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,Detchd,1979.0,Unf,1.0,300.0,TA,TA,Y,421,0,0,0,0,0,No Feature,MnPrv,No Feature,0,,4,3,3,3,3,1,4,1,4,0,3,8,0,3,3,3,965,88.31760866327846,31.064449134018133,31.064449134018133,0.0,0.0,28.77498913987632,17.320508075688775
157,20,RL,74.0,5868,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248.0,Rec,240.0,448.0,936.0,GasA,Ex,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,TA,4,Typ,0,No Feature,Attchd,1956.0,Fin,1.0,308.0,TA,TA,Y,0,0,80,0,160,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,4,3,5,0,3,8,0,3,3,0,936,76.60287200882223,30.59411708155671,30.59411708155671,0.0,0.0,30.59411708155671,17.549928774784245
88,20,RL,75.0,7500,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,No Feature,Attchd,1963.0,Fin,1.0,308.0,TA,TA,Y,0,0,220,0,0,0,No Feature,MnPrv,No Feature,0,,4,3,3,3,3,1,5,1,2,0,3,8,0,3,3,3,1040,86.60254037844386,32.2490309931942,32.2490309931942,0.0,0.0,32.2490309931942,17.549928774784245
2003,50,RM,52.0,9439,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,324.0,Unf,0.0,588.0,912.0,GasA,Gd,Y,FuseA,912,336,0,1248,0.0,0.0,1,0,2,1,TA,6,Typ,0,No Feature,Detchd,1957.0,Unf,1.0,160.0,Fa,Fa,Y,0,0,192,0,0,0,No Feature,No Feature,No Feature,0,,4,3,3,3,3,1,2,1,4,0,3,8,0,2,2,0,1248,97.15451610707554,35.32704346531139,30.199337741083,18.33030277982336,0.0,30.199337741083,12.649110640673518
186,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,Stone,Fa,Fa,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,1157,1111,0,2268,0.0,0.0,3,0,3,1,Gd,7,Typ,0,No Feature,Detchd,2003.0,Unf,2.0,624.0,TA,TA,N,0,108,0,0,0,0,No Feature,No Feature,No Feature,0,,4,4,4,2,2,1,1,1,5,0,4,8,0,3,3,0,2268,94.86832980505137,47.62352359916263,34.0147027033899,33.331666624997915,0.0,18.601075237738275,24.979991993593593
